gender,age,mask_YesNo,fully_covering,partially_covering,non_covering,mask_front_touching,mask_strap_touching,face_touching,o_zone_touching,t_zone_touching,in_group,duration_of_observation,change,segment_crowding,study,location,activezone,unique_situation,temp_celcius
Male,18.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,18.0,0.0,28.0,2.0,0.0,0.0,1.0,17.7
Male,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,23.0,0.0,28.0,2.0,0.0,0.0,1.0,17.7
Male,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,26.0,0.0,28.0,2.0,0.0,0.0,1.0,17.7
Male,20.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,13.0,0.0,28.0,2.0,0.0,0.0,1.0,17.7
Male,35.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,16.0,0.0,28.0,2.0,0.0,0.0,1.0,17.7
Male,25.0,Yes,No,,Yes,Yes,No,No,99.0,Irrelevant,Yes,16.0,0.0,28.0,2.0,0.0,0.0,1.0,17.7
Female,38.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,17.0,0.0,28.0,2.0,0.0,0.0,1.0,17.7
Male,40.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,17.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,50.0,Yes,No,,Yes,Yes,No,No,99.0,Irrelevant,Yes,42.0,1.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,43.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,19.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,25.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,17.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,40.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,46.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,48.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,12.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,57.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,10.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,45.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,19.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,22.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,15.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Female,22.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,19.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,45.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,17.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Female,70.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,15.0,0.0,9.0,2.0,0.0,1.0,2.0,30.5
Male,60.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,13.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,45.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,55.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,11.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,15.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,52.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,29.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,37.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,13.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,32.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,17.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Female,26.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,16.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,61.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,12.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,60.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,13.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,25.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,13.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,20.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,10.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Male,50.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,19.0,0.0,11.0,2.0,0.0,1.0,3.0,20.8
Female,60.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,35.0,0.0,2.0,2.0,1.0,0.0,12.0,17.5
Male,35.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,23.0,0.0,2.0,2.0,1.0,0.0,12.0,17.5
Male,36.0,Yes,No,,No,No,No,No,99.0,Irrelevant,No,22.0,0.0,2.0,2.0,1.0,0.0,12.0,17.5
Male,33.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,2.0,2.0,1.0,0.0,12.0,17.5
Male,26.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,26.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,27.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,21.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,27.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Male,34.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Male,45.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,20.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Male,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,21.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,32.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,30.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,37.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,No,18.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Male,22.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,18.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,23.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,43.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,25.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,25.0,Yes,Yes,,No,No,No,Yes,Yes,No,Yes,23.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,51.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,40.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,48.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,33.0,0.0,51.0,2.0,1.0,1.0,13.0,26.0
Female,42.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,21.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Male,20.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Female,34.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,27.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Male,33.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,23.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Female,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,34.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Male,42.0,Yes,No,,Yes,No,No,Yes,Yes,Yes,Yes,23.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Male,35.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,21.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Male,64.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,28.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Male,31.0,Yes,Yes,,No,Missing,No,Yes,Missing,Missing,No,21.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Female,20.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,43.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Male,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,25.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Female,20.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,24.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Female,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,19.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Male,25.0,Yes,No,,Irrelevant,Yes,No,No,99.0,Irrelevant,Yes,22.0,0.0,8.0,2.0,1.0,1.0,14.0,15.7
Female,89.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,10.0,0.0,20.1,2.0,5.0,0.0,21.0,18.6
Female,50.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,8.0,0.0,20.1,2.0,5.0,0.0,21.0,18.6
Male,55.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,10.0,0.0,20.1,2.0,5.0,0.0,21.0,18.6
Male,17.0,Yes,No,,No,No,No,No,99.0,Irrelevant,Yes,16.0,0.0,20.1,2.0,5.0,0.0,21.0,18.6
Female,40.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,8.0,0.0,20.1,2.0,5.0,0.0,21.0,18.6
Female,62.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,8.0,0.0,20.1,2.0,5.0,0.0,21.0,18.6
Female,40.0,Yes,No,,No,No,No,No,99.0,Irrelevant,Yes,7.0,0.0,9.0,2.0,5.0,1.0,22.0,29.9
Female,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,1.0,0.0,9.0,2.0,5.0,1.0,22.0,29.9
Female,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,7.0,0.0,9.0,2.0,5.0,1.0,22.0,29.9
Female,28.0,Yes,No,,No,No,No,No,99.0,Irrelevant,Yes,9.0,0.0,9.0,2.0,5.0,1.0,22.0,29.9
Female,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,9.0,0.0,9.0,2.0,5.0,1.0,22.0,29.9
Male,25.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,6.0,0.0,9.0,2.0,5.0,1.0,22.0,29.9
Female,35.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,13.0,0.0,8.8,2.0,5.0,1.0,23.0,18.8
Female,48.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,9.0,0.0,8.8,2.0,5.0,1.0,23.0,18.8
Male,36.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,8.0,0.0,8.8,2.0,5.0,1.0,23.0,18.8
Female,45.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,8.0,0.0,8.8,2.0,5.0,1.0,23.0,18.8
Female,62.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,39.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,40.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,Yes,24.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,41.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,21.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Male,52.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,29.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,36.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,20.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Male,33.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,61.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,22.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Male,40.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,94.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,60.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,28.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,Yes,21.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,21.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Male,55.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,16.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,58.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,16.0,0.0,8.0,2.0,8.0,0.0,35.0,22.2
Female,40.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,No,Yes,15.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Male,45.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,55.0,Yes,No,,No,Yes,No,Yes,Yes,Yes,No,40.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,27.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,12.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,45.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,35.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,27.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,50.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,25.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,48.0,Yes,Yes,,No,No,No,Yes,Yes,No,Yes,19.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,55.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,18.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,48.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,18.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,50.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,14.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,17.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,55.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,17.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Female,45.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,No,18.0,0.0,18.0,2.0,8.0,0.0,36.0,26.1
Male,29.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,19.0,0.0,2.7,2.0,9.0,0.0,39.0,22.2
Male,26.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,No,15.0,1.0,2.7,2.0,9.0,0.0,39.0,22.2
Male,24.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,16.0,0.0,12.5,2.0,9.0,0.0,40.0,15.7
Male,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,46.0,0.0,12.5,2.0,9.0,0.0,40.0,15.7
Male,22.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,13.0,0.0,12.5,2.0,9.0,0.0,40.0,15.7
Male,40.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,16.0,0.0,12.5,2.0,9.0,0.0,40.0,15.7
Female,49.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,23.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Male,47.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,10.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Female,46.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,19.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Female,36.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,24.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Female,54.0,Yes,Yes,,No,Yes,Yes,No,99.0,Irrelevant,Yes,20.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Male,58.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,20.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Female,28.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,60.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Male,41.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,22.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Female,65.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,No,No,No,21.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Female,25.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,20.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Male,26.0,Yes,Yes,,No,No,No,Yes,Yes,No,No,19.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Male,25.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,36.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Female,44.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,No,No,No,20.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Female,55.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,23.0,0.0,18.0,2.0,9.0,0.0,41.0,15.3
Male,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,Yes,Yes,Yes,Yes,8.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Female,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,25.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Female,17.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,39.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Male,45.0,Yes,No,,Yes,No,No,Yes,Yes,Yes,No,14.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Male,48.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,21.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Female,35.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,12.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Female,35.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,12.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Female,30.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,12.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Male,38.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,21.0,0.0,24.0,2.0,0.0,0.0,4.0,15.5
Male,24.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,14.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Male,45.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Male,35.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,21.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Male,23.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,11.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Female,26.0,Yes,No,,No,Yes,No,Yes,Yes,No,Yes,32.0,1.0,37.0,2.0,0.0,1.0,5.0,29.9
Male,50.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,15.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Male,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,18.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Female,60.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,17.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Male,30.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,36.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Female,45.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,21.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Male,28.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,17.0,0.0,37.0,2.0,0.0,1.0,5.0,29.9
Male,34.0,Yes,No,,Yes,No,No,Yes,Yes,Yes,No,30.0,0.0,0.0,2.0,1.0,0.0,15.0,16.3
Male,25.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,28.0,0.0,0.0,2.0,1.0,0.0,15.0,16.3
Female,38.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,No,11.0,0.0,22.5,2.0,5.0,0.0,24.0,18.6
Male,33.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,7.0,0.0,22.5,2.0,5.0,0.0,24.0,18.6
Female,30.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,5.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Male,60.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,No,8.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Male,55.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,10.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Male,60.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,8.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Male,21.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,8.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Female,70.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,8.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Male,38.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,8.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Male,60.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,Yes,11.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Female,50.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,7.0,0.0,4.2,2.0,5.0,1.0,25.0,30.4
Male,38.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,8.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Male,49.0,Yes,No,,Yes,No,No,Yes,Yes,No,No,92.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Female,25.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,8.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Female,46.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,11.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Female,28.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,7.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Male,16.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,10.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Male,28.0,Yes,Yes,,No,No,Yes,Yes,No,No,No,8.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Male,25.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,Yes,9.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Female,21.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,10.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Female,50.0,No,No,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,9.0,0.0,7.3999996,2.0,5.0,1.0,26.0,21.6
Female,30.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,No,18.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Female,70.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,31.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Female,65.0,Yes,Yes,,No,No,No,No,99.0,Irrelevant,No,20.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Female,40.0,Yes,Yes,,No,Yes,No,No,99.0,Irrelevant,No,35.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Male,38.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,18.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Female,60.0,No,Irrelevant,,Irrelevant,Irrelevant,Irrelevant,No,99.0,Irrelevant,Yes,7.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Female,58.0,Yes,No,,Yes,No,No,No,99.0,Irrelevant,Yes,25.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
Female,40.0,Yes,No,,Yes,Yes,No,No,99.0,Irrelevant,No,120.0,0.0,8.0,2.0,8.0,0.0,37.0,26.1
